nk,sk,ratio
그랬더면 당신의 아들보다 당신을 사랑한다고 무서운 죄로는 되지 않을텐데.,그랬다면 당신을 아들보다 사랑하는 것이 끔찍한 죄가 아니었을 텐데.,0.525
가난뱅이야 죽도록 일해야 사니까요.,가난뱅이는 아무 짓이라도 해서 먹어야 하니까요.,0.5
가엾게도 청년이 이렇게 대담한 행동을 했으니 응당 행복하게 해드려야지.,가난한 청년이 엄청난 대담성을 발휘했다. 그러니 행복하게 해 줘야 해.,0.5384615384615384
엘리자가 남몰래 살그머니 만나러 다닌다는걸 모르지는 않았노라고 몇번이고 나에게 말하더군요.,그 자신도 엘리자가 몰래 그 댁에 드나드는 걸 모르지는 않는다고 내게 넌지시 말하더군요.,0.54
이 녀잔 역시 나를 사랑해주는거야.,이 여자는 여전히 나를 사랑하는구나.,0.5
그래서 무시아를 그냥 지나쳐서 드로아로 내려갔다.,그래서 그들은 무시아를 지나서 드로아로 내려갔습니다.,0.3448275862068966
그래서 내 대답에는 아무런 대답도 하지 않았다.,내 말을 듣고도 화를 내지는 않았다.,0.6153846153846154
마틸드는 한두번 쥴리앙을 바라봤으나 그의 시선은 점잖고 침착하여 이제는 서방님이라고는 부를상싶지 않았다.,그녀는 한두 번 쥘리엥을 쳐다봤다. 그러나 정중하고 침착한 눈초리였다. 쥘리엥을 나의 주인 이라고 부를 기색은 전혀 보이지 않았다.,0.6301369863013698
그 사람이 마음에드오?,그 사람을 좋아하오?,0.4166666666666667
"옳다, 네 말이 옳다.",네 말이 옳다.,0.3333333333333333
아버지나 어머니를 봉양하지 않아도 괜찮다고 한다. 이렇게 너희는 너희의 전통을 핑게로하느님의 말씀을 무시하고있다.,자기 부모를 공경하지 않아도 된다라고 말하면서 너희 전통을 빌미로 하나님의 말씀을 무시하고 있다.,0.4603174603174603
예루살렘의 아가씨들아 나 비록 검으나 게달의 천막처럼또 솔로몬의 휘장처럼 귀엽다는구나.,예루살렘 딸들이여 내가 비록 게달의 장막처럼 검지만 솔로몬의 휘장들처럼 아름답습니다.,0.5
하느님은 그들을 거룩한 땅으로 몸소 자리잡으신 이 산으로 끌어들이셨으며,하나님은 그들을 거룩한 땅으로 인도하셨습니다. 주의 크신 능력으로 마련해 두신 산지였습니다.,0.5882352941176471
이스라엘백성이 바치는 거룩한 례물가운데 흔들어 바치는것은 모두 제사장의 몫이다.,이스라엘 백성이 바치는 모든 거룩한 예물 가운데서 이스라엘 백성이 제사 지낼 때 제사장에게 가져온 것은 제사장의 몫이다.,0.5074626865671642
그러나 유다후손들은 예루살렘에 사는 여부스족은 돌아내지 못하였다. 그래서 여부스족은 이날까지 유다 후손들과 함께 예루살렘에 섞여 살고있다.,유다 군대는 예루살렘에서 살고 있던 여부스 사람들을 쫓아 내지 못했습니다. 그래서 여부스 사람들은 아직까지도 예루살렘에서 유다 사람들과 함께 살고 있습니다.,0.5747126436781609
불행에 빠지면 사람은 머리마저 둔해지게마련이다.,불행에 빠지면 총기도 무뎌지는 법이다.,0.5
어쨌든 죠지아나와 같이 귀여운 아가씨라면 같은 경우라도 더 동정을 살거예요.,여하튼 조지아나처럼 얼굴이 잘생겼더라면 똑같은 경우라도 훨씬 불쌍한 마음이 들텐데 말이에요.,0.6274509803921569
그 눈은 정해진 길로 온순하게갈 사람의 눈이 아니요.,당신의 눈은 평온한 인생을 계속해 나가는 것에 만족할 눈이 아닙니다.,0.631578947368421
복도끝에 있는 문이 열리더니 초불을 든 로체스터씨가 나타났다.,그러자 복도 한 끝에 있는 문이 열리며 로체스타 씨가 촛대를 손에 들고 나왔다.,0.5909090909090909
불은 지핀지 얼마간 되여 잘 피고있었다.,역시 불은 바로 조금 전에 지펴져서 잘 타고 있었다.,0.5862068965517241
내가 이제 어떻게 다시 일어설수 있겠는가?,나는 과연 다시 일어설 수 있을까?,0.5217391304347826
"나의 사랑하는 형제들이여, 여러분이 알아두어야 할 일이 있습니다. 누구든지 듣기는 빨리하고 말하기는 더디게 하시오. 또 여간해서는 화를 내지 마시오.","사랑하는 형제 여러분, 다른 사람의 말은 빨리 듣고 자신의 말은 천천히 하십시오. 쉽게 화를 내지 말기 바랍니다.",0.6385542168674698
왜냐 하면 그 부인이 걸어가는 뒤 모습을 바라보면서 느꼈던 감탄과 존경심은 지금껏 잊지 않고있기때문이다.,왜냐하면 내 눈이 그녀의 발걸음을 뒤쫓았을 때의 찬탄과 공경의 상념을 지금도 계속 품고 있기 때문이다.,0.5689655172413793
나는 속으로 생각하였다.,나는 생각했다.,0.46153846153846156
에브라임의 왕자들은 골짜기에 있고 네 형제 베냐민이 귀족들과 합세하였다. 마길에서 사령관들이 내려왔고 스불론에서는 지휘봉을 잡은자들이 내려왔다.,그들은 아말렉 산지의 에브라임에서 왔다네. 베냐민도 너를 따른 자 중에 있었다네. 서쪽 므낫세의 마길 집안에서도 지휘관들이 내려왔다네. 스불론에서도 장교의 지휘봉을 든 자들이 내려왔다네.,0.5865384615384616
우리는 어떤 교회당앞을 지나가고있었다. 교회당의 나지막하고 폭이 넓은 종루가 하늘을 배경으로 솟아있는양이 바라보였다. 종루에서 울리는 종소리는 15분을 알리고있었다.,마침 교회 앞을 통과하는 중이어서 나지막하고 폭넓은 탑이 밤하늘을 배경으로 보였고 십오 분마다 시각을 알리는 종이 울리고 있었다.,0.5543478260869565
나는 여전히 매일과 같이 그를 보고 그의 목소리를 들어야 했소.,나는 또 매일 그 여자의 얼굴을 보고 그녀의 목소리를 듣고 있었소.,0.4594594594594595
그는 출발을 비밀에 붙이고 알리지 않았으나 마틸드는 그가 레일 빠리를 떠나 오래동안 돌아오지 않는다는것을 당자인 그보다도 더 잘 알고있었다.,쥘리엥은 자신의 출발을 비밀로 해두고 있었다. 그러나 마틸드는 그가 다음 날이면 오랜 예정으로 파리를 떠난다는 것을 그보다도 더 잘 알고 있었다.,0.5061728395061729
네 옷을 가져다가 산당언덕에 색색으로 펴놓고 그우에서 몸을 팔았다. 몸을 내 맡겨 놓았다.,네 아름다운 옷들을 가져다가 산당에 펼쳐 놓고 거기에서 더러운 짓을 했다. 그런 일은 있어서도 안 되고 있을 수도 없는 일들이었다.,0.6438356164383562
아니면 어찌된 일이냐.,아니면 어찌 된 일이냐?,0.15384615384615385
그런데 어찌 이런 일을 이제야 말하시니까?,그러나 어찌 이런 일을 이제야 말하시오?,0.17391304347826086
즉 나는 로우드학교에서 학생으로서도 교원으로서도 항상 훌륭하게 처신하였으니만큼 나의 인물과 능력에 대해서는 학교감독위원들이 곧 서명하여 보증해주겠다는것이였다. 그리고 거기다가 다음과 같은 보증까지 덧붙여주었다.,"그리고 나는 로우드 학교에서 학생으로서, 또 교사로서도 그 본분을 다했기 때문에, 신원 및 능력의 증명은 로우드 학교의 감독 위원분들이 곧 서명해 주겠다는 보증이 거기 첨가되었다.",0.6068376068376068
그러더니 사나이는 옷가슴에서 조그마한 곽을 꺼내여 열고 그안에서 반짝이는 팔찌와 귀걸이 등을 보여주었다.,그러자 그는 옷 속에서 조그만 상자를 꺼내어 그 뚜껑을 열더니 번쩍이는 팔찌와 장식품을 꺼내보였다.,0.5689655172413793
나에게는 그리스도가 생의 전부입니다. 그리고 죽는것도 나에게는 리득입니다.,나는 그리스도를 위해 사는 데 목적을 두고 있기 때문에 죽는 것도 내게는 유익합니다.,0.5957446808510638
그는 웃으면서 말하였다.,그는 싱긋이 웃으면서 물었다.,0.4375
이 지체가 높은 어른들은 임금님의 마차에 같이 타는것을 허락받은 사람들의 후손이 아닌 모든 사람들에 대하여 마음속으로부터의 경멸의 정을 숨기려 하지 않았다.,이 대귀족들은 왕의 사륜마차에 타본 명문 귀족의 후예가 아닌 모든 사람들에 대한 노골적인 경멸을 감추려 들지 않았다.,0.5172413793103449
나는 여전히 배가 고팠다.,여전히 배가 고팠다.,0.21428571428571427
다른 사람들도 하던 일을 버리고 얼굴을 돌렸다.,다른 사람들 역시 하던 일을 멈추고 고개를 들었다.,0.35714285714285715
내가 결혼을 하지 않고 따라가겠다는것은 무리한 일이라고 생각하는것 같애요.,그는 제가 결혼하지 않은 채 자기와 함께 가겠다고 제안하는 것이 부적절한 짓이라고 생각하는 것 같았어요.,0.5172413793103449
내 아들아 네 마음이 슬기로우면내 마음이 즐겁고,내 아들아 네 마음이 지혜를 깨우친다면 내가 얼마나 기쁘겠느냐?,0.5142857142857142
마침내 여호와께서 솔로몬에게 말씀하셨다. 너의 마음이 이러하고 내가 너와 계약을 맺으면서 일러둔 법들을 지키지 않았으니 내가 반드시 이 나라를 너에게서 쪼개여 너의 신하에게 주리라.,그래서 여호와께서는 솔로몬에게 너는 나와 맺은 언약을 어기고 내 명령을 따르지 않았다. 그러므로 나는 네 나라를 너에게서 빼앗아 네 신하에게 줄 것이다.,0.5643564356435643
그러니 이런걸 털어놓았다고 해서 별로 당신은 비밀을 지켜주시지 않아도 좋습니다.,이 얘기에 관해서는 비밀을 지키지 않으셔도 좋습니다.,0.5681818181818182
나는 흐느낌을 멈추고 눈을 닦고 오늘아침은 어쩐지 기분이 좋지 않다고 몇마디 말하고는 다시 공부를 시작하여 끝마쳤다.,"간신히 흐느낌을 멈추고 눈물을 닦고 난 후, 아침에 기분이 좋지 않았다는 이야기를 몇 마디 중얼거리고 나는 다시 공부를 시작하여 끝을 맺었다.",0.379746835443038
결혼하면 되오.,결혼하면 된단 말이에요.,0.5384615384615384
그땐 대제사장들과 법학자들이 거기에 있다가 예수를 악랄하게 고발하였다.,대제사장들과 율법학자들은 곁에 서서 예수님을 강력하게 고소하였습니다.,0.4358974358974359
"예, 아델아가씨랑 같이 모두 식당에 계셔요.",아델러 양도 그렇고요. 모두들 식당에 모여 있어요.,0.6428571428571429
야베스는 일가가운데서 가장 세력있는 사람이였다. 그의 어머니는 고생하며 낳았다고 하면서 그에게 야베스라는 이름을 지어주었다.,야베스라는 사람이 있었는데 그는 다른 형제들보다 더 존경을 받았습니다. 야베스의 어머니는 고통중에 아들을 낳았다는 뜻으로 그의 이름을 야베스 라고 지었습니다.,0.625
나는 아합의 가문을 느밧의 아들 여로보암의 가문이나 아히야의아들 바아사의 가문처럼 만들리라.,아합의 집안을 느밧의 아들 여로보암의 집안처럼 만들고 아히야의 아들 바아사의 집안처럼 만들겠다.,0.33962264150943394
하고 그는 생각 했다.,그는 이런 생각도 했다.,0.38461538461538464
대청에서는 기쁨에 넘친 말소리들이 들려왔다.,홀에서는 즐겁게 법석대는 소리가 들려왔다.,0.5
나는 그가 듣고싶어하는 동안은 이야기를 들려주었고 또 복도에 나가 바람을 쏘이기도 하였다.,나는 아델러가 즐겨 귀를 기울이는 한 여러 가지 얘기를 들려주었고 다음엔 기분 전환을 위해서 복도까지 데리고 나갔다.,0.6461538461538462
마술사들과 점성가들 점쟁이들을 불러들이라고 고함쳤다. 재사들이 대령하자 왕이 말했다. 저 글을 읽고 뜻을 풀어주는 사람은 자주색 도포를 입혀주고 금목걸이를 걸어주는 이 나라에서 셋째 가는 높은 자리에 앉혀 주리라.,왕은 점성가들과 주술사들과 점쟁이들을 불러 오게 하였습니다. 왕이 바빌론의 지혜자들에게 말했습니다. 누구든지 이 글을 읽고 그 뜻을 내게 풀어 주는 사람에게 자주색 옷을 입혀 주고 목에는 금사슬을 걸어 주고 이 나라에서 셋째가는 통치자로 삼겠다.,0.5328467153284672
나는 물었다.,내가 물었다.,0.2857142857142857
나는 웃층에 있는 그 녀자와 4년동안 같이 살았소.,나는 저 위층에 있는 여자와 사 년 동안 함께 살았소.,0.36666666666666664
레날부인은 돌부처처럼 굳어진채 뭐라고 대답을 해야 좋을지 몰라하였다.,화석처럼 굳은 드 레날 부인은 뭐라고 대답해야 할지를 몰랐다.,0.6052631578947368
나는 일을 신속히 처리해서 다행히 시간이 늦지 않았습니다.,"그래 저는 급하게 서둘러서, 다행히 늦지는 않게 되었습니다.",0.5454545454545454
저이는 쥴리앙에게 욕을 보이려는거야.,저이가 쥘리엥을 모욕하겠지.,0.65
물에서 나를 향해 불어오는 바람이 끊임없이 나를 뒤로 밀었다.,육지에서 맞바람이 불어와 나를 계속 뒤로 밀어냈다.,0.6176470588235294
그의 팔은 길고 힘있었으며 손은 살이 투실투실하고 근육이 불룩불룩해서 억세게 보였다.,그는 팔도 길고 힘이 세었지만 둥그스름하고 근육이 발달된 힘센 손을 가지고 있었다.,0.6170212765957447
